komentar,tfidf_positif,tfidf_negatif,sentimen
"Dgn adanya gojek sy sangat terbantu sekali, mau perlu apa ge udh bisa digojek, pengemudinya pun kooperatif, sopan, penggunaan aplikasinya pun mudah tidak rumit,slalu memberikan trobosan2 baru untuk memanjakan pelanggannya dengan cara membuat aplikasi baru lagi dan lagi,(dalam arti ada aja aplikasi2 ...Ulasan LengkapDgn adanya gojek sy sangat terbantu sekali, mau perlu apa ge udh bisa digojek, pengemudinya pun kooperatif, sopan, penggunaan aplikasinya pun mudah tidak rumit,slalu memberikan trobosan2 baru untuk memanjakan pelanggannya dengan cara membuat aplikasi baru lagi dan lagi,(dalam arti ada aja aplikasi2 baru yg dibuat guna memberikan pelayanan primanya),,ya pokoknya sy sangat terbantu sekali,,makasih gojek😉, semoga selalu dan slalu mengutamakan pelayanan primanya ychh.....Aamiin ya rabbal aalamiin😇",11274.6831334611,10884.5484026608,positif
"Orang desa kejakarta mana tau daerah jakarta,tapi berkat gojek mau kemana aja ndak perlu khawatir...tinggal utak utik hp sampai tujuan,dan yang pasti aman dan terpercaya,terimakasih Go-Jek",621.6954793036,890.2466387062,positif
Mantab dah... Ga seperti yang sebelah.. akun penumpang gw ga salah malah di blok... So ga butuh penumpang... Mudah2 yang ini bisa lebih baik,337.3505553936,411.9614153955,positif
"Aplikasi sangat membantu👍🏼👍🏼👍🏼,,di saat mager,,bisa pesen,,langsung dateng deh ke rumah,,ga ribet,,tinggal pesen,,lang sung hantar,,pokonya mantap dehh",157.1150506444,91.0764659426,positif
Tolong kepada penumpang gojek pake hati nurani dikit .udah pengen argo murah titik kordinat di akalin .barang bawa banyak .bawa anak dua .puter2 pula . driver juga punya kehidupan anak istri orang tua bayar listrik air beli bensin dan services motor . kalo seperti ini terus penumpang semakin ngelunj...Ulasan LengkapTolong kepada penumpang gojek pake hati nurani dikit .udah pengen argo murah titik kordinat di akalin .barang bawa banyak .bawa anak dua .puter2 pula . driver juga punya kehidupan anak istri orang tua bayar listrik air beli bensin dan services motor . kalo seperti ini terus penumpang semakin ngelunjak dan driver semakin muak .terimakasih,8482.768528078,9637.5055316014,positif
"Lebih cepat dlm penjemputan,dan tarip cukup terjangkau,sayang TDK ada promo /paket langganan untuk keperluan perjalan.",210.8822698275,128.6941558601,positif
Alhamdulillah gojek online sangat membantu untuk orang yang gak punya kendaraan saya salut indonesia ada aplikasi on line saya kasih bintang 5 terima kasih google,425.5128696952,431.886090706,positif
"GOJEK emng terbaik.. Tapi saya berharap akan ada fitur ""save location"" Kerna Saya agak kesulitan dalam mengingat alamat😅 saya berharap pihak GOJEK bisa menambahkan fitur itu sekian terima kasih🙏",548.2220888647,426.5528913214,positif
Pakailah apl buatan anak bangsa sendri..Ide jenius kebanggaan anak bangsa sendiri. Gojek adlh salah 1 bukti nyata bhw Indonesia mampu berdiri sejajar dgn negara² maju lainnya. Kt hrs ikut dukung+memajukn apl gojek mnjadi apl yg trdepan di Indonesia. Klo bisa..mendunia.. Aammiinn..,1334.3343931369,1211.1078311202,positif
"Mantep, ada fasilitas gofood ke kota lain...bisa kirim surprise makanan ke saudara atau keluarga bahkan seseorang yg spesial tanpa ribet.",166.7974608486,129.0786682103,positif
Mantap sekali ini apk karna 1 apk banyak kegunanya yg saya suka Saya waktu itu sama ibu saya jam 8 malam di cimahi mau cari kamus sunda!!!!! Jam 8 saya langsung berangkat deh sama ibu saya ke borma tapi tidak ada untungnya ada vocer naik go jek deh dari borma langsung ke toko buku dan pulang deh!!!!...Ulasan LengkapMantap sekali ini apk karna 1 apk banyak kegunanya yg saya suka Saya waktu itu sama ibu saya jam 8 malam di cimahi mau cari kamus sunda!!!!! Jam 8 saya langsung berangkat deh sama ibu saya ke borma tapi tidak ada untungnya ada vocer naik go jek deh dari borma langsung ke toko buku dan pulang deh!!!! Untung untung ada vocer jadi bulak balik cuman 10.000 yeeee terimakasih go jek,14093.0952445116,14954.4040561487,positif
"Gojek,,, kenapa yaa alamat saya ga pernah bisa muncul. Kranggan gg3 kota Mojokerto. Selalu saja yg muncul pekayon. Kan sediihhh aku tuuu. Kasian jg para driver kadang-kadang kan bingung sama rute nya",473.027409706,796.8053574361,positif
"Tolong dong buat gojek, kasih rating juga buat resto nya, jangan kasih rating buat driver aja. Saya pesen makanan masa ada yang basi!! Saya tidak menyalahkan driver nya, tapi saya menyalahkan resto nya!! Driver nya pada ramah2, cuma resto nya payah!",746.1493375947,1059.9549525123,positif
"Dari begitu banyak layanan gojek. Tpi ada 1 yg kurang seperti aplikasi tetangga, yaitu layanan pergi pulang, jdi kmi gk usah mesan mesan gojek untuk ke dua kali nya bila mau pulang, ckup dgn gojek yg pertama aja. Tolong di dengar keluhan saya, karna saya telah mempercayakan aplikasi ini sebagai kbut...Ulasan LengkapDari begitu banyak layanan gojek. Tpi ada 1 yg kurang seperti aplikasi tetangga, yaitu layanan pergi pulang, jdi kmi gk usah mesan mesan gojek untuk ke dua kali nya bila mau pulang, ckup dgn gojek yg pertama aja. Tolong di dengar keluhan saya, karna saya telah mempercayakan aplikasi ini sebagai kbutuhan sehari sehari. Krna ini aplikasi anak bangsa. Trima kasih.",6879.5104787679,7097.6277335166,positif
"akun gue gabisa login di hp gue setelah gue logout lalu login lg malah gbsa dan ada notif dgn kalimat ""UPS ADA YG SALAH"" .solusi gmna nih?",144.2021759737,345.1491343411,positif
"Layanan yang cukup ramah, serta sering kali ada diskon diskon,dan hal itu yang membuat saya senang sekali.",256.3696434192,256.3696434192,positif
Kena Kenapa saya kasih 5 bintang karena saya sudah gunakan aplikasi ini sejak 1 tahun ke atas karena saya kasih bintang 5 Karena aplikasi ini sangat mantap dan sangat terjaga thank you go-jek i love go-jek i like go-jek.....,993.293701246,898.9396291909,positif
"Trimakasih gojek, saya senang dan bangga punya aplikasi ini sangat membantu saya dan promonya juga banyak 😉👍 Vocernya pun juga banyak permingggunya 😀👍",316.604754554,258.9256888555,positif
"Senang bermitra dengan Gojek. Orang-orngnha ramah-ramah dan jujur. Terlebih lagi pernah ngundang Mba Dayu dara (Vice of President Gojek) sebagai pemateri di Event kami, beliau orangnya Humble dan murah senyum. Terima Kasih Gojek",394.7829431419,618.9883270294,positif
"Bagi aku Gojek cukup membabtu dan melancarkan transfortasi perkotaan kita, apalagi kalau kita samasekali ngak ada kendetaan di kota besar, sangat membanti, Aplikasi Gojek Ok deh.",332.0414783273,427.6545866235,positif
"Yang lebih banyak lagi Voucer utk gofood , goride , gosand , goshop dan yg lainnya Minimal beli makanan dan minuman dg Voucher gofood 20rb saja itu pas bagi byk pelanggan... Dan klo kami pesan gofood,,, Carikan driver yg terdekat dari restonya agar kami tdk terlalu lama menunggu... Terima kasih",1204.7722599062,1477.9648914416,positif
"Untuk link cancel pada gofood klau udah di belikan, kedepannya mungkin lbh baik dihilangkan, soalnya pada pembelian juga sudah melewati banyak proses dari pemesanan smpai pilihan pembayaran. Agar customer lbh bijak. Dan meminimalisir cancel apabila sudah dibelikan soalnya yg dirugikan adalah para go...Ulasan LengkapUntuk link cancel pada gofood klau udah di belikan, kedepannya mungkin lbh baik dihilangkan, soalnya pada pembelian juga sudah melewati banyak proses dari pemesanan smpai pilihan pembayaran. Agar customer lbh bijak. Dan meminimalisir cancel apabila sudah dibelikan soalnya yg dirugikan adalah para gojek sendiri. Semoga kedepannya bisa upgrade lbh baik lagi",3581.4075754447,4515.6913469765,positif
"Saya merasa senang dengan adanya aplikasi gojek, karena dapat mempermudah saya dalam membeli makanan. hanya saja setelah adanya pembaruan saya merasa KECEWA Karena waktu itu saya daftar menggunakan nomer lama saya dan di nomer lama saya terdapat saldo gopay sebanyak +200.000, saya login, tapi kok ti...Ulasan LengkapSaya merasa senang dengan adanya aplikasi gojek, karena dapat mempermudah saya dalam membeli makanan. hanya saja setelah adanya pembaruan saya merasa KECEWA Karena waktu itu saya daftar menggunakan nomer lama saya dan di nomer lama saya terdapat saldo gopay sebanyak +200.000, saya login, tapi kok tidak bisa??, padahal itu asli nomer saya dan atas nama saya, hanya saja sim kartu yang saya pakai buat daftar gojek waktu itu sudah hilang, Saya punya bukti pembayarannya.",7260.8413429772,9311.3716960123,positif
"Bagus, saya always kasi bintang 5. Tapi pernah sekali, baru mencet 1 bintang teruss malah kpencet kembalii😭 sedih, itu amang nya jadi bintang satu ga ya?",460.8427167201,292.7144076206,positif
memberi kemudahan sekali....pokok nya top....apa bolej memberikan usulan...bagaimana untuk gofood setiap penjual memberikan keteranngan makanan halal atau tidak sehingga lebih menyakinkan konsumen,396.4042434798,115.1801177589,positif
"Tolong dong kenapa Sekarang saya ga bisa pesan goofod lagi. Ga tau kenapa.. Selalu tidak dapat memuat harga.. Server padat merayap,, tolong dong perbaiki ini.",315.8213282819,355.8669184257,positif
"alhamdulillah dgn berlangganan gojek, semua bisa ke handle meski ditinggal suami luar kota, bisa go send, bisa go food, dan kususnya go ride buat anak2 bisa sekolah tepat waktu dgn tetep aku bisa awasin, + ngurusin kerjaan rumah yg lain + ngurusin anak batita yg lagi aktif2nya.😍",1779.2619432183,1852.8106461725,positif
"Seru banyak promo nya, semoga makin sering ya... Tolong kalo lg order jenis kendaraan dicantumkan ya, soalnya kadang saya membutuhkan mtr matic yg luas didepannya, kl kebetulan bawa belanjaan.",720.2944970298,540.4333450744,positif
"Saya pengguna lama transportasi online sebelah,dan ""gojek"" adalah ""baru"" bagi saya.Saya beberapa kali menggunakan layanan gocar...tetapi beberapa pengemudi (tidak semuanya) mengemudikan kendaraannya secara ""urakan"".membuat penumpang merasa tidak nyaman.mohon diperbaiki pelayanannya...selebihnya suda...Ulasan LengkapSaya pengguna lama transportasi online sebelah,dan ""gojek"" adalah ""baru"" bagi saya.Saya beberapa kali menggunakan layanan gocar...tetapi beberapa pengemudi (tidak semuanya) mengemudikan kendaraannya secara ""urakan"".membuat penumpang merasa tidak nyaman.mohon diperbaiki pelayanannya...selebihnya sudah cukup memuaskan (ketepatan waktu dan kondisi mobil)",2264.1970912312,2448.7681073984,positif
"Terimakasih telah membuat aplikasi ini, sangat membantu, kedepan semua driver di beri latihan 1 minggu sebelum mendaftarkan diri sebagai driver, agar ada bekal untuk menjual jasa layanan, ayo indonesia smga gojek lebih baik lagi amin",825.5489356467,816.8300504497,positif
Ini gmna ya cara ny bayar paylater.. Telat2 ajj kta nya.. Trs mau bayar.. Eitt anda blm bisa bayar paylater.. Nti dikabari dikabarin trs kta nya.. Bgung saya.. Tolong pencerahan gmna cara bayar paylater ini???????,1460.7689530025,1303.6164291673,positif
Harus bisa hapus pesan chatting atau tarik pesan kalo misalnya salah ketik atau salah Kirim pesan. Non actifkan mission dan pay later. Non actifkan inbox. Hapus riwayat diary Gopay karna bikin gak nyaman.,516.2508644337,728.5713904682,positif
Pengalaman saya order gofood.. beli sotomie bogor. Ternyata yg jual orang cina. Mohon untuk umat muslim teliti sebelum membeli,181.343810575,455.9636147892,positif
Bermanfaat sekali. Keren dan aku suka banget pakai aplikasi ini. Memudahkan segalanya. Terimakasih gojek.,89.3940019275,63.8234730753,positif
transportasi objek sebenarnya sangat simple .sayangnya di hp sy yg muncul GASnya selalu diluar kota surakarta misal .makasar.jakarta. dsb. bgmn utk mengatur GPS spy bisa dikota solo.,340.9763207539,311.8208064403,positif
Dengan ada nya gojek dan gokar saya merasa terbantu...karna udah harganya murah pelayanannya jg ok punya...driver2 nya baik dan ramah ..gojek and gokar emang the best 👍👍🙏🙏,602.4613967925,654.397051053,positif
"Alhamdulillah gojek bisa door door an aman 2 tahun bisa beli mobil rumah,, alhamdulillah sampai sekarang aman maen pickup selesai,, maen Shopee sampai 10jt perhari,, akun jual beli banyak,, tolong pendaftaran dibuka kembali buat tambah akun lagi 100 akun",946.3277315913,1120.0236134915,positif
Aplikasinya bagus banget buat orang yang lagi lapar tapi mager. Para drivernya juga baik*. Semoga ada upgrade yg lebih bagus lagi kedepannya buat gojek.,300.5300213373,398.6727501236,positif
Tolong donk di aplikasi biar bisa ngesave lokasi keberangkatan sama tujuan misalkan dari rumah ke tempat kerja dan dari tempat kerja kerumah biar sekali klik oke jalan,458.3064800819,653.6029265825,positif
"Dear gojek... tolong agar rate kepada driver bisa di ubah... karena saya sebagai pelanggan kasihan kepada driver yang secara tidak sengaja melakukan kesalahan sehingga saya beri 1 bintang... Saya merasa tidak adil saja, karena setelah komplain pesanan gak datang sedangkan di app telah di selesaikan....Ulasan LengkapDear gojek... tolong agar rate kepada driver bisa di ubah... karena saya sebagai pelanggan kasihan kepada driver yang secara tidak sengaja melakukan kesalahan sehingga saya beri 1 bintang... Saya merasa tidak adil saja, karena setelah komplain pesanan gak datang sedangkan di app telah di selesaikan. Pas sampai driver cerita gak sengaja menyelesaikan pesanan nya, waktu itu panik karena bayar pake GoPay jadi udah di terima uang nya... tapi terima kasih untuk driver nya ya... dan maaf juga",9856.1526566978,12102.2577943682,positif
"Bagus dan memuaskan,satu ajah masukan promo mamimumemo 40% ditinjau harganya masa paket ayam nasi sama lalap 30ribu setelah mamimumemo jadi 18ribu sekian,itu sih namanya main2 memang harganya 18rb cocoknya ga mungkin 30rb.ada yg telor geprek sama nasi 30 rb itu masa harga aslinya segitu.nanti jadi g...Ulasan LengkapBagus dan memuaskan,satu ajah masukan promo mamimumemo 40% ditinjau harganya masa paket ayam nasi sama lalap 30ribu setelah mamimumemo jadi 18ribu sekian,itu sih namanya main2 memang harganya 18rb cocoknya ga mungkin 30rb.ada yg telor geprek sama nasi 30 rb itu masa harga aslinya segitu.nanti jadi ga antusias lagi konsumen sama program ini.demikian masukan saya.",8655.3480984273,10504.160521508,positif
"Setelah adanya Gojek transportasi menjadi lancar, salah satu contoh apabila saya mau berpergian ke suatu tempat menjadi sangat mudah.......",238.2054573296,217.6464584393,positif
Aplikasi Gojek keren sekali. Sangat memudahkan dan membantu kami Pengusaha UMKM dalam hal memenuhi kebutuhan pesanan masyarakat. Bangga ada Anak Bangsa bisa punya Perusahaan Kelas Dunia. Semoga Gojek tambah Maju dan Berkembang. Ikut mensejahterahkan perekonomian di Indonesia. Manfaat nya lebih luas ...Ulasan LengkapAplikasi Gojek keren sekali. Sangat memudahkan dan membantu kami Pengusaha UMKM dalam hal memenuhi kebutuhan pesanan masyarakat. Bangga ada Anak Bangsa bisa punya Perusahaan Kelas Dunia. Semoga Gojek tambah Maju dan Berkembang. Ikut mensejahterahkan perekonomian di Indonesia. Manfaat nya lebih luas lagi jangkauan nya.,4633.5730175911,2137.7111538104,positif
Mantab..usulan tamabahan..kalau bisa ada cameranya..biar driver bisa ngasih tau info kalau restoran tutup..dan ketika jemput penumpang bisa ngasih tau lokasi di mana konsumen berada terima kasih🙏🙏🙏,441.5800441685,378.1471826853,positif
"Gojek sahabat untuk menemukan apa saja yg diinginkan - cukup tekan hp semuanya berdatangan dan antar : makanan, surat dll - sebagai sahabat untuk berbagi ke sesama - sarana bersosialisasi yg efektif - membantu proses informasi dg kecepatan bertindak dan melangkah para gojeker Trim.s insyaalloh berma...Ulasan LengkapGojek sahabat untuk menemukan apa saja yg diinginkan - cukup tekan hp semuanya berdatangan dan antar : makanan, surat dll - sebagai sahabat untuk berbagi ke sesama - sarana bersosialisasi yg efektif - membantu proses informasi dg kecepatan bertindak dan melangkah para gojeker Trim.s insyaalloh bermanfaat bagi sesama teguh w",10181.0591015193,12369.9148608149,positif
"Bagus sih. Banyak yang bilang tertipu. Sebenarnya tidak. Anda yang bodoh karena mudah percaya. Saya dapat pesan seperti itu sering sekali. Bahkan sampai di telfon. Kalau ada event seperti itu kan harusnya ada di banner dalam aplikasi gojek. Kalau tidak ada ya berarti itu gak beneran. Berarti anda ti...Ulasan LengkapBagus sih. Banyak yang bilang tertipu. Sebenarnya tidak. Anda yang bodoh karena mudah percaya. Saya dapat pesan seperti itu sering sekali. Bahkan sampai di telfon. Kalau ada event seperti itu kan harusnya ada di banner dalam aplikasi gojek. Kalau tidak ada ya berarti itu gak beneran. Berarti anda tidak pintar, mudah dibohongi. Dimohon sebelum melakukan tindakan dilihat dulu. Asli atau tidak. Sekian info dari saya terimakasih",8689.8137031279,9417.053597007,positif
Mohon untuk pembuatan akun gojek customer harus menggunakan nomor ktp jangan hanya menggunakan email karena email dengan mudah dapat dibuat dan diganti agar tidak ada yang dapat menyalah gunakan akun dan tidak ada yang dirugikan,745.8503413884,1138.9293547577,positif
"Sangat membantu, dan ada saran. Kalau bisa Gojek punya Go-Base, untuk pangkalan ditempat2 strategis contohnya sekolah dan perkantoran.. biar kalau ada yang pesan bisa dapat driver yang terdekat jadinya lebih efisien.",278.4318682713,278.4318682713,positif
Tolong tingkatkan ke versi agar costumer dapat melihat ranting yang diberikan oleh driver. Karena kami juga pelanggan setia gojek. Terimakasi,354.8943948115,348.6159795349,positif
"Teruntuk pengguna gojek yang terhormat, khususnya go ride or ojek. Namanya ojek pake motor kalo panas ya keringetan, ujan ya basah. Jangan karna driver gak ada jas ujan kalian cancel se enaknya bangsat. Itu performa kami dalam mendapatkan order jadi berkurang. Cerdaskan lah diri kalian.",2179.4485777689,1416.7490372668,positif
"Kenapa setelah saya update aplikasi gojek saya, sekarang saya malah tidak bisa memesan via aplikasi karena di situ tertulis, aplikasi gojek sedang mengalami masalah dengan google play. Mohon bantuannya.",189.0081799637,291.6961177972,positif
Semoga fitur go food kayak punya ojol sebelah customer bisa memberikan nilai pada resto atau warung penyedia makanan. Banyak yang gak sesuai makanannya 😒,372.917566029,338.2551562389,positif
"Saya senang semuanya serba ada , serba mudah lengkap dimudahkan...Trimakasih Sy ingin di Bahasa Indonesiakan agar lebih cepat di pahami...Trimakasih",487.4044213479,284.4209446596,positif
Bagus sih say sangat suka..alangkah bagus nya kalau akun custamer..daftar nya paki no nik..biar ga ada akun mainan..kasiahan para driver nya. Kadang sering kena opik..yang akun abal abal,515.5985977323,719.5924834798,positif
"Seneng pake banget banget bangeeet sama gojek, lengkap dan bikin hidup gw jadi gak ribet, gopay nya juga canggih banget. TAPI yang paling gw senengin dari gojek ini pemakaian kata"" dan kalimatnya yg asik banget, dan kesannya lembut tapi asik banget yg bikin betah buka aplikasi ini terus 😍😍😍😍😘😘...Ulasan LengkapSeneng pake banget banget bangeeet sama gojek, lengkap dan bikin hidup gw jadi gak ribet, gopay nya juga canggih banget. TAPI yang paling gw senengin dari gojek ini pemakaian kata"" dan kalimatnya yg asik banget, dan kesannya lembut tapi asik banget yg bikin betah buka aplikasi ini terus 😍😍😍😍😘😘😘 debesst dehh dibuat perfect semua setiap aspeknya 😎",10100.3528405639,8359.6062569333,positif
tolong donk kasih tau gimana caranya hapus chat dii gojek.bukan chat di riwayat pesanan.tapi ini chat sama yg ada di kontak hp saya.cuman kalo orang laen pinjem aplkasi gojek saya dia bisa liat chat saya... terus gmn cara hapusnya.... tolong donk kasih tau caranya... udah bolak balik hapus data.bola...Ulasan Lengkaptolong donk kasih tau gimana caranya hapus chat dii gojek.bukan chat di riwayat pesanan.tapi ini chat sama yg ada di kontak hp saya.cuman kalo orang laen pinjem aplkasi gojek saya dia bisa liat chat saya... terus gmn cara hapusnya.... tolong donk kasih tau caranya... udah bolak balik hapus data.bolak balik hapus apliksi terus download lagi tapi tetep aja chat nya kgk bisa ilang... help me please😭😭😭,7669.4281104195,10545.6570209038,positif
